altura,ano,cambio,car_price,carroceria,combustivel,comprimento,consumo,cor,direcao,entre_eixos,km_andado,largura,marca_carro,motorizacao,nome_carro,ocupantes,peso,porta_malas,tanque,url,velocidade_maxima
1639.0,2018/2019,Automática,119990.0,SUV,Flex,4416.0,8.8,Preto,Suspensão,2636.0,55.066,1819.0,Jeep,2.0,Jeep Compass,5.0,1556.0,410.0,60.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/jeep/compass/2019/2-0-limited-aut-flex/detalhes/8900169?page=detail&sort=0,188.0
1678.0,2016/2017,Automática,87990.0,SUV,Flex,4258.0,,Prata,Suspensão,2555.0,67.86,1776.0,Chevrolet,1.4,Chevrolet Tracker,5.0,1413.0,306.0,53.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/chevrolet/tracker/2017/ltz-1-4-16v-ecotec-aut-flex/detalhes/11300708?page=detail&sort=0,
1735.0,2019/2019,Automática,87990.0,Picapes,Flex,4915.0,9.6,Prata,Suspensão,2990.0,74.0,1844.0,Fiat,1.7,Fiat Toro,5.0,1619.0,,60.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/fiat/toro/2019/endurance-1-8-at6-flex-aut/detalhes/11300776?page=detail&sort=0,172.0
1550.0,2018/2019,Automática,70990.0,Hatch,Flex,3955.0,10.1,Branco,Suspensão,2500.0,67.57,1710.0,Hyundai,1.6,Hyundai HB20X,5.0,1113.0,300.0,50.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/hyundai/hb20x/2019/premium-1-6-aut-flex/detalhes/11300802?page=detail&sort=0,180.0
1705.0,2016/2016,Manual,69990.0,SUV,Gasolina,3645.0,,Laranja,Suspensão,2250.0,85.0,1600.0,Suzuki,1.3,Suzuki Jimny,4.0,1090.0,113.0,40.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/suzuki/jimny/2016/1-3-4wd-4all/detalhes/11300873?page=detail&sort=0,
1476.0,2021/2021,Manual,66900.0,Hatch,Flex,4163.0,11.2,Preto,Elétrica,2551.0,81.0,1731.0,Chevrolet,1.0,Chevrolet Onix,5.0,1075.0,291.0,44.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/chevrolet/onix/2021/lt-1-0-flex/detalhes/6562691?page=detail&sort=0,16.0
1503.0,2021/2022,Manual,63990.0,Hatch,Flex,3998.0,13.6,Branco,Elétrica,2521.0,33.599,1724.0,Fiat,1.0,Fiat Argo,5.0,1077.0,300.0,48.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/fiat/argo/2022/1-0/detalhes/11465397?page=detail&sort=0,162.0
1453.0,2021/2022,Manual,63300.0,Hatch,Flex,4055.0,11.5,Branco,Elétrica,2538.0,51.279,1738.0,Peugeot,1.6,Peugeot 208,5.0,1200.0,265.0,47.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/peugeot/208/2022/like-1-6-flex/detalhes/8751632?page=detail&sort=0,191.0
1684.0,2021/2022,Automática,95300.0,Monovolume,Flex,4416.0,10.2,Branco,Elétrica,2620.0,38.209,1735.0,Chevrolet,1.8,Chevrolet Spin,7.0,1275.0,710.0,53.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/chevrolet/spin/2022/activ-7s-1-8-flex-aut/detalhes/9010054?page=detail&sort=0,
1470.0,2022/2022,Automática,79200.0,Hatch,Flex,3940.0,12.2,Cinza,Elétrica,2530.0,35.0,1720.0,Hyundai,1.0,Hyundai HB20,5.0,1091.0,300.0,50.0,https://www.mobiauto.com.br/comprar/carros/rn-natal/hyundai/hb20/2022/platinum-plus-bluelink-1-0-turbo-flex-aut/detalhes/8707058?page=detail&sort=0,190.0
